"","Product_Num","Year","Month","total_demand"
"14497","SH015",1999,3,277
"14498","SH016",1999,3,292
"14499","SH017",1999,3,232
"14500","SH018",1999,3,279
"14501","SH019",1999,3,242
"14502","SH020",1999,3,316
"14503","SH021",1999,3,327
"14504","SH022",1999,3,245
"14505","SH023",1999,3,283
"14506","SH024",1999,3,275
"14507","SH025",1999,3,323
"14508","SH026",1999,3,294
"14509","SH027",1999,3,275
"14510","SH028",1999,3,288
"14511","SH029",1999,3,221
"14512","SH030",1999,3,256
"14513","SH031",1999,3,284
"14514","SH032",1999,3,282
"14515","SH033",1999,3,270
"14516","SH034",1999,3,258
"14517","SH035",1999,3,330
"14518","SH036",1999,3,274
"14519","SH037",1999,3,298
"14520","SH038",1999,3,293
"14521","SH039",1999,3,271
"14522","SH040",1999,3,296
"14523","SH041",1999,3,261
"14524","SH042",1999,3,305
"14525","SH043",1999,3,284
"14526","SH044",1999,3,290
"14527","SH045",1999,3,324
"14528","SH046",1999,3,273
"14529","SH047",1999,3,295
"14530","SH048",1999,3,280
"14531","SH049",1999,3,262
"14532","SH050",1999,3,280
"14533","SH051",1999,3,240
"14534","SH052",1999,3,288
"14535","SH053",1999,3,287
"14536","SH054",1999,3,298
"14537","SH055",1999,3,285
"14538","SH056",1999,3,302
"14539","SH057",1999,3,278
"14540","SH058",1999,3,273
"14541","SH059",1999,3,321
"14542","SH060",1999,3,256
"14543","SH061",1999,3,288
"14544","SH062",1999,3,279
"14545","SH063",1999,3,275
"14546","SH064",1999,3,273
"14547","SH065",1999,3,318
"14548","SH066",1999,3,191
"14549","SH067",1999,3,279
"14550","SH068",1999,3,293
"14551","SH069",1999,3,255
"14552","SH070",1999,3,290
"14553","SH071",1999,3,265
"14554","SH072",1999,3,306
"14555","SH073",1999,3,303
"14556","SH074",1999,3,301
"14557","SH075",1999,3,250
"14558","SH076",1999,3,324
"14559","SH077",1999,3,304
"14560","SH078",1999,3,244
"14561","SH079",1999,3,198
"14562","SH080",1999,3,271
"14563","SH081",1999,3,247
"14564","SH082",1999,3,267
"14565","SH083",1999,3,244
"14566","SH084",1999,3,312
"14567","SH085",1999,3,303
"14568","SH086",1999,3,249
"14569","SH087",1999,3,244
"14570","SH088",1999,3,267
"14571","SH089",1999,3,292
"14572","SH090",1999,3,261
"14573","SH091",1999,3,273
"14574","SH092",1999,3,285
"14575","SH093",1999,3,248
"14576","SH094",1999,3,281
"14577","SH095",1999,3,282
"14578","SH096",1999,3,322
"14579","SH097",1999,3,276
"14580","SH098",1999,3,296
"14581","SH099",1999,3,249
"14582","SH100",1999,3,252
"14583","SH101",1999,3,298
"14584","SH102",1999,3,288
"14585","SH103",1999,3,283
"14586","SH104",1999,3,266
"14587","SH105",1999,3,236
"14588","SH106",1999,3,249
"14589","SH107",1999,3,200
"14590","SH108",1999,3,249
"14591","SH109",1999,3,266
"14592","SH110",1999,3,219
"14593","SH111",1999,3,284
"14594","SH112",1999,3,288
"14595","SH113",1999,3,249
"14596","SH114",1999,3,271
"14597","SH115",1999,3,228
"14598","SH116",1999,3,217
"14599","SH117",1999,3,359
"14600","SH118",1999,3,310
"14601","SH119",1999,3,303
"14602","SH120",1999,3,243
"14603","SH121",1999,3,295
"14604","SH122",1999,3,287
"14605","SH123",1999,3,290
"14606","SH124",1999,3,296
"14607","SH125",1999,3,249
"14608","SH126",1999,3,261
"14609","SH127",1999,3,296
"14610","SH128",1999,3,318
"14611","SH129",1999,3,320
"14612","SH130",1999,3,301
"14613","SH131",1999,3,320
"14614","SH132",1999,3,291
"14615","SH133",1999,3,298
"14616","SH134",1999,3,280
"14617","SH135",1999,3,287
"14618","SH136",1999,3,272
"14619","SH137",1999,3,278
"14620","SH138",1999,3,294
"14621","SH139",1999,3,275
"14622","SH140",1999,3,240
"14623","SH141",1999,3,228
"14624","SH142",1999,3,250
"14625","SH143",1999,3,204
"14626","SH144",1999,3,298
"14627","SH145",1999,3,258
"14628","SH146",1999,3,258
"14629","SH147",1999,3,245
"14630","SH148",1999,3,239
"14631","SH149",1999,3,322
"14632","SH150",1999,3,314
"14633","SH151",1999,3,315
"14634","SH152",1999,3,270
"14635","SH153",1999,3,239
"14636","SH154",1999,3,242
"14637","SH155",1999,3,304
"14638","SH156",1999,3,283
"14639","SH157",1999,3,312
"14640","SH158",1999,3,284
"14641","SH159",1999,3,293
"14642","SH160",1999,3,372
"14643","SH161",1999,3,247
"14644","SH162",1999,3,307
"14645","SH163",1999,3,293
"14646","SH164",1999,3,212
"14647","SH165",1999,3,216
"14648","SH166",1999,3,200
"14649","SH167",1999,3,271
"14650","SH168",1999,3,239
"14651","SH169",1999,3,280
"14652","SH170",1999,3,235
"14653","SH171",1999,3,183
"14654","SH172",1999,3,251
"14655","SH173",1999,3,334
"14656","SH174",1999,3,229
"14657","SH175",1999,3,302
"14658","SH176",1999,3,216
"14659","SH177",1999,3,246
"14660","SH178",1999,3,260
"14661","SH179",1999,3,225
"14662","SH180",1999,3,256
"14663","SH181",1999,3,275
"14664","SH182",1999,3,288
"14665","SH183",1999,3,282
"14666","SH184",1999,3,321
"14667","SH185",1999,3,304
"14668","SH186",1999,3,292
"14669","SH187",1999,3,350
"14670","SH188",1999,3,328
"14671","SH189",1999,3,265
"14672","SH190",1999,3,300
"14673","SH191",1999,3,229
"14674","SH192",1999,3,225
"14675","SH193",1999,3,269
"14676","SH194",1999,3,273
"14677","SH195",1999,3,309
"14678","SH196",1999,3,233
"14679","SH197",1999,3,266
"14680","SH198",1999,3,257
"14681","SH199",1999,3,314
"14682","SH200",1999,3,222
"14683","SH201",1999,3,322
"14684","SH202",1999,3,236
"14685","SH203",1999,3,228
"14686","SH204",1999,3,187
"14687","SH205",1999,3,245
"14688","SH206",1999,3,278
"14689","SH207",1999,3,279
"14690","SH208",1999,3,259
"14691","SH209",1999,3,244
"14692","SH210",1999,3,213
"14693","SH211",1999,3,277
"14694","SH212",1999,3,273
"14695","SH213",1999,3,282
"14696","SH214",1999,3,253
"14697","SH215",1999,3,271
"14698","SH216",1999,3,249
"14699","SH217",1999,3,294
"14700","SH218",1999,3,299
"14701","SH219",1999,3,319
"14702","SH220",1999,3,237
"14703","SH221",1999,3,233
"14704","SH222",1999,3,303
"14705","SH223",1999,3,289
"14706","SH224",1999,3,208
"14707","SH225",1999,3,235
"14708","SH226",1999,3,345
"14709","SH227",1999,3,283
"14710","SH228",1999,3,285
"14711","SH229",1999,3,225
"14712","SH230",1999,3,288
"14713","SH231",1999,3,264
"14714","SH232",1999,3,268
"14715","SH233",1999,3,292
"14716","SH234",1999,3,267
"14717","SH235",1999,3,275
"14718","SH236",1999,3,260
"14719","SH237",1999,3,288
"14720","SH238",1999,3,285
"14721","SH239",1999,3,337
"14722","SH240",1999,3,253
"14723","SH241",1999,3,237
"14724","SH242",1999,3,288
"14725","SH243",1999,3,281
"14726","SH244",1999,3,264
"14727","SH245",1999,3,315
"14728","SH246",1999,3,251
"14729","SH247",1999,3,274
"14730","SH248",1999,3,332
"14731","SH249",1999,3,276
"14732","SH250",1999,3,249
"14733","SH251",1999,3,255
"14734","SH252",1999,3,273
"14735","SH253",1999,3,303
"14736","SH254",1999,3,302
"14737","SH255",1999,3,303
"14738","SH256",1999,3,284
"14739","SH257",1999,3,276
"14740","SH258",1999,3,289
"14741","SH259",1999,3,280
"14742","SH260",1999,3,318
"14743","SH261",1999,3,294
"14744","SH262",1999,3,218
"14745","SH263",1999,3,199
"14746","SH264",1999,3,277
"14747","SH265",1999,3,230
"14748","SH266",1999,3,312
"14749","SH267",1999,3,292
"14750","SH268",1999,3,285
"14751","SH269",1999,3,287
"14752","SH270",1999,3,258
"14753","SH271",1999,3,290
"14754","SH272",1999,3,308
"14755","SH273",1999,3,319
"14756","SH274",1999,3,257
"14757","SH275",1999,3,298
"14758","SH276",1999,3,349
"14759","SH277",1999,3,294
"14760","SH278",1999,3,275
"14761","SH279",1999,3,239
"14762","SH280",1999,3,304
"14763","SH281",1999,3,277
"14764","SH282",1999,3,246
"14765","SH283",1999,3,267
"14766","SH284",1999,3,262
"14767","SH285",1999,3,332
"14768","SH286",1999,3,301
"14769","SH287",1999,3,309
"14770","SH288",1999,3,305
"14771","SH289",1999,3,295
"14772","SH290",1999,3,197
"14773","SH291",1999,3,235
"14774","SH292",1999,3,245
"14775","SH293",1999,3,256
"14776","SH294",1999,3,290
"14777","SH295",1999,3,336
"14778","SH296",1999,3,287
"14779","SH297",1999,3,337
"14780","SH298",1999,3,269
"14781","SH299",1999,3,278
"14782","SH300",1999,3,284
"14783","SH301",1999,3,274
"14784","SH302",1999,3,297
"14785","SH303",1999,3,231
"14786","SH304",1999,3,302
"14787","SH305",1999,3,262
"14788","SH306",1999,3,337
"14789","SH307",1999,3,266
"14790","SH308",1999,3,237
"14791","SH309",1999,3,184
"14792","SH310",1999,3,305
"14793","SH311",1999,3,267
"14794","SH312",1999,3,270
"14795","SH313",1999,3,242
"14796","SH314",1999,3,255
"14797","SH315",1999,3,249
"14798","SH316",1999,3,273
"14799","SH317",1999,3,301
"14800","SH318",1999,3,225
"14801","SH319",1999,3,264
"14802","SH320",1999,3,262
"14803","SH321",1999,3,270
"14804","SH322",1999,3,296
"14805","SH323",1999,3,322
"14806","SH324",1999,3,289
"14807","SH325",1999,3,291
"14808","SH326",1999,3,272
"14809","SH327",1999,3,222
"14810","SH328",1999,3,275
"14811","SH329",1999,3,269
"14812","SH330",1999,3,279
"14813","SH331",1999,3,255
"14814","SH332",1999,3,308
"14815","SH333",1999,3,310
"14816","SH334",1999,3,254
"14817","SH335",1999,3,251
"14818","SH336",1999,3,265
"14819","SH337",1999,3,259
"14820","SH338",1999,3,264
"14821","SH339",1999,3,226
"14822","SH340",1999,3,272
"14823","SH341",1999,3,281
"14824","SH342",1999,3,319
"14825","SH343",1999,3,312
"14826","SH344",1999,3,241
"14827","SH345",1999,3,337
"14828","SH346",1999,3,302
"14829","SH347",1999,3,275
"14830","SH348",1999,3,262
"14831","SH349",1999,3,252
"14832","SH350",1999,3,293
"14833","SH351",1999,3,282
"14834","SH352",1999,3,276
"14835","SH353",1999,3,257
"14836","SH354",1999,3,303
"14837","SH355",1999,3,321
"14838","SH356",1999,3,320
"14839","SH357",1999,3,269
"14840","SH358",1999,3,293
"14841","SH359",1999,3,272
"14842","SH360",1999,3,219
"14843","SH361",1999,3,264
"14844","SH362",1999,3,308
"14845","SH363",1999,3,223
"14846","SH364",1999,3,286
"14847","SH365",1999,3,277
"14848","SH366",1999,3,313
"14849","SH367",1999,3,264
"14850","SH368",1999,3,228
"14851","SH369",1999,3,301
"14852","SH370",1999,3,275
"14853","SH371",1999,3,309
"14854","SH372",1999,3,225
"14855","SH373",1999,3,256
"14856","SH374",1999,3,293
"14857","SH375",1999,3,199
"14858","SH376",1999,3,281
"14859","SH377",1999,3,312
"14860","SH378",1999,3,312
"14861","SH379",1999,3,284
"14862","SH380",1999,3,292
"14863","SH381",1999,3,278
"14864","SH382",1999,3,253
"14865","SH383",1999,3,340
"14866","SH384",1999,3,268
"14867","SH385",1999,3,324
"14868","SH386",1999,3,218
"14869","SH387",1999,3,312
"14870","SH388",1999,3,277
"14871","SH389",1999,3,262
"14872","SH390",1999,3,240
"14873","SH391",1999,3,298
"14874","SH392",1999,3,313
"14875","SH393",1999,3,301
"14876","SH394",1999,3,289
"14877","SH395",1999,3,296
"14878","SH396",1999,3,260
"14879","SH397",1999,3,213
"14880","SH398",1999,3,284
"14881","SH399",1999,3,311
"14882","SH400",1999,3,286
"14883","SH401",1999,3,315
"14884","SH402",1999,3,285
"14885","SH403",1999,3,247
"14886","SH404",1999,3,308
"14887","SH405",1999,3,276
"14888","SH406",1999,3,214
"14889","SH407",1999,3,261
"14890","SH408",1999,3,301
"14891","SH409",1999,3,289
"14892","SH410",1999,3,298
"14893","SH411",1999,3,268
"14894","SH412",1999,3,272
"14895","SH413",1999,3,267
"14896","SH414",1999,3,255
"14897","SH415",1999,3,278
"14898","SH416",1999,3,276
"14899","SH417",1999,3,282
"14900","SH418",1999,3,299
"14901","SH419",1999,3,264
"14902","SH420",1999,3,232
"14903","SH421",1999,3,267
"14904","SH422",1999,3,284
"14905","SH423",1999,3,320
"14906","SH424",1999,3,339
"14907","SH425",1999,3,297
"14908","SH426",1999,3,253
"14909","SH427",1999,3,226
"14910","SH428",1999,3,232
"14911","SH429",1999,3,303
"14912","SH430",1999,3,289
"14913","SH431",1999,3,298
"14914","SH432",1999,3,246
"14915","SH433",1999,3,276
"14916","SH434",1999,3,294
"14917","SH435",1999,3,296
"14918","SH436",1999,3,293
"14919","SH437",1999,3,264
"14920","SH438",1999,3,259
"14921","SH439",1999,3,228
"14922","SH440",1999,3,258
"14923","SH441",1999,3,283
"14924","SH442",1999,3,355
"14925","SH443",1999,3,262
"14926","SH444",1999,3,194
"14927","SH445",1999,3,274
"14928","SH446",1999,3,267
"14929","SH447",1999,3,292
"14930","SH448",1999,3,207
"14931","SH449",1999,3,322
"14932","SH450",1999,3,306
"14933","SH451",1999,3,216
"14934","SH452",1999,3,274
"14935","SH453",1999,3,274
"14936","SH454",1999,3,226
"14937","SH455",1999,3,263
"14938","SH456",1999,3,312
"14939","SH457",1999,3,260
"14940","SH458",1999,3,321
"14941","SH459",1999,3,295
"14942","SH460",1999,3,265
"14943","SH461",1999,3,249
"14944","SH462",1999,3,238
"14945","SH463",1999,3,264
"14946","SH464",1999,3,246
"14947","SH465",1999,3,280
"14948","SH466",1999,3,279
"14949","SH467",1999,3,345
"14950","SH468",1999,3,255
"14951","SH469",1999,3,287
"14952","SH470",1999,3,290
"14953","SH471",1999,3,254
"14954","SH472",1999,3,342
"14955","SH473",1999,3,269
"14956","SH474",1999,3,296
"14957","SH475",1999,3,280
"14958","SH476",1999,3,277
"14959","SH477",1999,3,310
"14960","SH478",1999,3,251
"14961","SH479",1999,3,219
"14962","SH480",1999,3,302
"14963","SH481",1999,3,265
"14964","SH482",1999,3,296
"14965","SH483",1999,3,279
"14966","SH484",1999,3,311
"14967","SH485",1999,3,278
"14968","SH486",1999,3,262
"14969","SH487",1999,3,275
"14970","SH488",1999,3,277
"14971","SH489",1999,3,278
"14972","SH490",1999,3,297
"14973","SH491",1999,3,264
"14974","SH492",1999,3,223
"14975","SH493",1999,3,267
"14976","SH494",1999,3,259
"14977","SH495",1999,3,345
"14978","SH496",1999,3,290
"14979","SH497",1999,3,291
"14980","SH498",1999,3,265
"14981","SH499",1999,3,255
"14982","SH500",1999,3,310
"14983","SH501",1999,3,255
"14984","SH502",1999,3,348
"14985","SH503",1999,3,301
"14986","SH504",1999,3,257
"14987","SH505",1999,3,234
"14988","SH506",1999,3,288
"14989","SH507",1999,3,268
"14990","SH508",1999,3,241
"14991","SH509",1999,3,308
"14992","SH510",1999,3,271
"14993","SH511",1999,3,308
"14994","SH512",1999,3,217
"14995","SH513",1999,3,259
"14996","SH514",1999,3,285
"14997","SH515",1999,3,231
"14998","SH516",1999,3,322
"14999","SH517",1999,3,271
"15000","SH518",1999,3,306
"15001","SH519",1999,3,281
"15002","SH520",1999,3,308
"15003","SH521",1999,3,296
"15004","SH522",1999,3,264
"15005","SH523",1999,3,282
"15006","SH524",1999,3,250
"15007","SH525",1999,3,309
"15008","SH526",1999,3,277
"15009","SH527",1999,3,227
"15010","SH528",1999,3,312
"15011","SH529",1999,3,255
"15012","SH530",1999,3,284
"15013","SH531",1999,3,307
"15014","SH532",1999,3,351
"15015","SH533",1999,3,266
"15016","SH534",1999,3,277
"15017","SH535",1999,3,265
"15018","SH536",1999,3,231
"15019","SH537",1999,3,340
"15020","SH538",1999,3,239
"15021","SH539",1999,3,267
"15022","SH540",1999,3,231
"15023","SH541",1999,3,289
"15024","SH542",1999,3,322
"15025","SH543",1999,3,244
"15026","SH544",1999,3,218
"15027","SH545",1999,3,308
"15028","SH546",1999,3,286
"15029","SH547",1999,3,346
"15030","SH548",1999,3,259
"15031","SH549",1999,3,228
"15032","SH550",1999,3,280
"15033","SH551",1999,3,272
"15034","SH552",1999,3,222
"15035","SH553",1999,3,291
"15036","SH554",1999,3,315
"15037","SH555",1999,3,228
"15038","SH556",1999,3,252
"15039","SH557",1999,3,330
"15040","SH001",1999,4,322
"15041","SH002",1999,4,259
"15042","SH003",1999,4,253
"15043","SH004",1999,4,272
"15044","SH005",1999,4,282
"15045","SH006",1999,4,287
"15046","SH007",1999,4,286
"15047","SH008",1999,4,187
"15048","SH009",1999,4,228
"15049","SH010",1999,4,253
"15050","SH011",1999,4,229
"15051","SH012",1999,4,223
"15052","SH013",1999,4,250
"15053","SH014",1999,4,286
"15054","SH015",1999,4,267
"15055","SH016",1999,4,255
"15056","SH017",1999,4,256
"15057","SH018",1999,4,253
"15058","SH019",1999,4,237
"15059","SH020",1999,4,253
"15060","SH021",1999,4,271
"15061","SH022",1999,4,258
"15062","SH023",1999,4,258
"15063","SH024",1999,4,230
"15064","SH025",1999,4,260
"15065","SH026",1999,4,218
"15066","SH027",1999,4,261
"15067","SH028",1999,4,224
"15068","SH029",1999,4,238
"15069","SH030",1999,4,273
"15070","SH031",1999,4,248
"15071","SH032",1999,4,240
"15072","SH033",1999,4,265
"15073","SH034",1999,4,267
"15074","SH035",1999,4,264
"15075","SH036",1999,4,250
"15076","SH037",1999,4,296
"15077","SH038",1999,4,207
"15078","SH039",1999,4,245
"15079","SH040",1999,4,235
"15080","SH041",1999,4,239
"15081","SH042",1999,4,282
"15082","SH043",1999,4,285
"15083","SH044",1999,4,233
"15084","SH045",1999,4,259
"15085","SH046",1999,4,286
"15086","SH047",1999,4,254
"15087","SH048",1999,4,259
"15088","SH049",1999,4,230
"15089","SH050",1999,4,288
"15090","SH051",1999,4,310
"15091","SH052",1999,4,257
"15092","SH053",1999,4,270
"15093","SH054",1999,4,264
"15094","SH055",1999,4,259
"15095","SH056",1999,4,223
"15096","SH057",1999,4,252
"15097","SH058",1999,4,239
"15098","SH059",1999,4,217
"15099","SH060",1999,4,240
"15100","SH061",1999,4,268
"15101","SH062",1999,4,290
"15102","SH063",1999,4,234
"15103","SH064",1999,4,226
"15104","SH065",1999,4,231
"15105","SH066",1999,4,288
"15106","SH067",1999,4,233
"15107","SH068",1999,4,270
"15108","SH069",1999,4,244
"15109","SH070",1999,4,267
"15110","SH071",1999,4,245
"15111","SH072",1999,4,225
"15112","SH073",1999,4,275
"15113","SH074",1999,4,235
"15114","SH075",1999,4,208
"15115","SH076",1999,4,266
"15116","SH077",1999,4,266
"15117","SH078",1999,4,288
"15118","SH079",1999,4,291
"15119","SH080",1999,4,271
"15120","SH081",1999,4,237
"15121","SH082",1999,4,289
"15122","SH083",1999,4,262
"15123","SH084",1999,4,245
"15124","SH085",1999,4,282
"15125","SH086",1999,4,259
"15126","SH087",1999,4,258
"15127","SH088",1999,4,229
"15128","SH089",1999,4,241
"15129","SH090",1999,4,245
"15130","SH091",1999,4,235
"15131","SH092",1999,4,256
"15132","SH093",1999,4,249
"15133","SH094",1999,4,265
"15134","SH095",1999,4,264
"15135","SH096",1999,4,254
"15136","SH097",1999,4,286
"15137","SH098",1999,4,264
"15138","SH099",1999,4,254
"15139","SH100",1999,4,226
"15140","SH101",1999,4,228
"15141","SH102",1999,4,248
"15142","SH103",1999,4,281
"15143","SH104",1999,4,293
"15144","SH105",1999,4,261
"15145","SH106",1999,4,251
"15146","SH107",1999,4,300
"15147","SH108",1999,4,244
"15148","SH109",1999,4,274
"15149","SH110",1999,4,236
"15150","SH111",1999,4,233
"15151","SH112",1999,4,207
"15152","SH113",1999,4,196
"15153","SH114",1999,4,250
"15154","SH115",1999,4,257
"15155","SH116",1999,4,303
"15156","SH117",1999,4,280
"15157","SH118",1999,4,240
"15158","SH119",1999,4,271
"15159","SH120",1999,4,224
"15160","SH121",1999,4,246
"15161","SH122",1999,4,223
"15162","SH123",1999,4,269
"15163","SH124",1999,4,248
"15164","SH125",1999,4,295
"15165","SH126",1999,4,217
"15166","SH127",1999,4,305
"15167","SH128",1999,4,250
"15168","SH129",1999,4,282
"15169","SH130",1999,4,273
"15170","SH131",1999,4,223
"15171","SH132",1999,4,265
"15172","SH133",1999,4,268
"15173","SH134",1999,4,302
"15174","SH135",1999,4,265
"15175","SH136",1999,4,215
"15176","SH137",1999,4,240
"15177","SH138",1999,4,240
"15178","SH139",1999,4,272
"15179","SH140",1999,4,203
"15180","SH141",1999,4,256
"15181","SH142",1999,4,268
"15182","SH143",1999,4,227
"15183","SH144",1999,4,218
"15184","SH145",1999,4,209
"15185","SH146",1999,4,197
"15186","SH147",1999,4,250
"15187","SH148",1999,4,237
"15188","SH149",1999,4,267
"15189","SH150",1999,4,282
"15190","SH151",1999,4,187
"15191","SH152",1999,4,224
"15192","SH153",1999,4,258
"15193","SH154",1999,4,244
"15194","SH155",1999,4,261
"15195","SH156",1999,4,200
"15196","SH157",1999,4,243
"15197","SH158",1999,4,275
"15198","SH159",1999,4,255
"15199","SH160",1999,4,214
"15200","SH161",1999,4,247
"15201","SH162",1999,4,209
"15202","SH163",1999,4,241
"15203","SH164",1999,4,238
"15204","SH165",1999,4,268
"15205","SH166",1999,4,239
"15206","SH167",1999,4,209
"15207","SH168",1999,4,221
"15208","SH169",1999,4,249
"15209","SH170",1999,4,264
"15210","SH171",1999,4,238
"15211","SH172",1999,4,320
"15212","SH173",1999,4,271
"15213","SH174",1999,4,261
"15214","SH175",1999,4,248
"15215","SH176",1999,4,278
"15216","SH177",1999,4,236
"15217","SH178",1999,4,255
"15218","SH179",1999,4,244
"15219","SH180",1999,4,268
"15220","SH181",1999,4,290
"15221","SH182",1999,4,253
"15222","SH183",1999,4,230
"15223","SH184",1999,4,189
"15224","SH185",1999,4,253
"15225","SH186",1999,4,208
"15226","SH187",1999,4,242
"15227","SH188",1999,4,269
"15228","SH189",1999,4,229
"15229","SH190",1999,4,246
"15230","SH191",1999,4,212
"15231","SH192",1999,4,260
"15232","SH193",1999,4,246
"15233","SH194",1999,4,238
"15234","SH195",1999,4,236
"15235","SH196",1999,4,211
"15236","SH197",1999,4,236
"15237","SH198",1999,4,215
"15238","SH199",1999,4,252
"15239","SH200",1999,4,310
"15240","SH201",1999,4,293
"15241","SH202",1999,4,248
"15242","SH203",1999,4,278
"15243","SH204",1999,4,247
"15244","SH205",1999,4,283
"15245","SH206",1999,4,226
"15246","SH207",1999,4,218
"15247","SH208",1999,4,250
"15248","SH209",1999,4,271
"15249","SH210",1999,4,271
"15250","SH211",1999,4,272
"15251","SH212",1999,4,269
"15252","SH213",1999,4,228
"15253","SH214",1999,4,270
"15254","SH215",1999,4,263
"15255","SH216",1999,4,233
"15256","SH217",1999,4,229
"15257","SH218",1999,4,242
"15258","SH219",1999,4,251
"15259","SH220",1999,4,266
"15260","SH221",1999,4,219
"15261","SH222",1999,4,245
"15262","SH223",1999,4,275
"15263","SH224",1999,4,242
"15264","SH225",1999,4,254
"15265","SH226",1999,4,198
"15266","SH227",1999,4,226
"15267","SH228",1999,4,214
"15268","SH229",1999,4,239
"15269","SH230",1999,4,248
"15270","SH231",1999,4,269
"15271","SH232",1999,4,236
"15272","SH233",1999,4,237
"15273","SH234",1999,4,278
"15274","SH235",1999,4,257
"15275","SH236",1999,4,251
"15276","SH237",1999,4,261
"15277","SH238",1999,4,226
"15278","SH239",1999,4,249
"15279","SH240",1999,4,212
"15280","SH241",1999,4,262
"15281","SH242",1999,4,218
"15282","SH243",1999,4,254
"15283","SH244",1999,4,259
"15284","SH245",1999,4,288
"15285","SH246",1999,4,219
"15286","SH247",1999,4,217
"15287","SH248",1999,4,254
"15288","SH249",1999,4,262
"15289","SH250",1999,4,217
"15290","SH251",1999,4,258
"15291","SH252",1999,4,229
"15292","SH253",1999,4,288
"15293","SH254",1999,4,310
"15294","SH255",1999,4,279
"15295","SH256",1999,4,296
"15296","SH257",1999,4,227
"15297","SH258",1999,4,252
"15298","SH259",1999,4,253
"15299","SH260",1999,4,256
"15300","SH261",1999,4,273
"15301","SH262",1999,4,217
"15302","SH263",1999,4,325
"15303","SH264",1999,4,256
"15304","SH265",1999,4,265
"15305","SH266",1999,4,238
"15306","SH267",1999,4,277
"15307","SH268",1999,4,238
"15308","SH269",1999,4,268
"15309","SH270",1999,4,223
"15310","SH271",1999,4,267
"15311","SH272",1999,4,281
"15312","SH273",1999,4,251
"15313","SH274",1999,4,210
"15314","SH275",1999,4,252
"15315","SH276",1999,4,264
"15316","SH277",1999,4,227
"15317","SH278",1999,4,221
"15318","SH279",1999,4,244
"15319","SH280",1999,4,260
"15320","SH281",1999,4,274
"15321","SH282",1999,4,229
"15322","SH283",1999,4,237
"15323","SH284",1999,4,250
"15324","SH285",1999,4,286
"15325","SH286",1999,4,262
"15326","SH287",1999,4,251
"15327","SH288",1999,4,274
"15328","SH289",1999,4,178
"15329","SH290",1999,4,264
"15330","SH291",1999,4,239
"15331","SH292",1999,4,226
"15332","SH293",1999,4,323
"15333","SH294",1999,4,273
"15334","SH295",1999,4,245
"15335","SH296",1999,4,231
"15336","SH297",1999,4,256
"15337","SH298",1999,4,225
"15338","SH299",1999,4,279
"15339","SH300",1999,4,221
"15340","SH301",1999,4,265
"15341","SH302",1999,4,241
"15342","SH303",1999,4,226
"15343","SH304",1999,4,248
"15344","SH305",1999,4,274
"15345","SH306",1999,4,240
"15346","SH307",1999,4,277
"15347","SH308",1999,4,284
"15348","SH309",1999,4,246
"15349","SH310",1999,4,264
"15350","SH311",1999,4,239
"15351","SH312",1999,4,304
"15352","SH313",1999,4,234
"15353","SH314",1999,4,244
"15354","SH315",1999,4,225
"15355","SH316",1999,4,268
"15356","SH317",1999,4,247
"15357","SH318",1999,4,252
"15358","SH319",1999,4,212
"15359","SH320",1999,4,240
"15360","SH321",1999,4,273
"15361","SH322",1999,4,230
"15362","SH323",1999,4,265
"15363","SH324",1999,4,237
"15364","SH325",1999,4,203
"15365","SH326",1999,4,234
"15366","SH327",1999,4,223
"15367","SH328",1999,4,256
"15368","SH329",1999,4,302
"15369","SH330",1999,4,225
"15370","SH331",1999,4,263
"15371","SH332",1999,4,182
"15372","SH333",1999,4,228
"15373","SH334",1999,4,207
"15374","SH335",1999,4,228
"15375","SH336",1999,4,269
"15376","SH337",1999,4,264
"15377","SH338",1999,4,228
"15378","SH339",1999,4,339
"15379","SH340",1999,4,225
"15380","SH341",1999,4,244
"15381","SH342",1999,4,198
"15382","SH343",1999,4,204
"15383","SH344",1999,4,264
"15384","SH345",1999,4,224
"15385","SH346",1999,4,254
"15386","SH347",1999,4,285
"15387","SH348",1999,4,256
"15388","SH349",1999,4,278
"15389","SH350",1999,4,243
"15390","SH351",1999,4,203
"15391","SH352",1999,4,243
"15392","SH353",1999,4,259
"15393","SH354",1999,4,288
"15394","SH355",1999,4,251
"15395","SH356",1999,4,223
"15396","SH357",1999,4,282
"15397","SH358",1999,4,256
"15398","SH359",1999,4,247
"15399","SH360",1999,4,249
"15400","SH361",1999,4,300
"15401","SH362",1999,4,238
"15402","SH363",1999,4,229
"15403","SH364",1999,4,273
"15404","SH365",1999,4,239
"15405","SH366",1999,4,244
"15406","SH367",1999,4,221
"15407","SH368",1999,4,245
"15408","SH369",1999,4,265
"15409","SH370",1999,4,250
"15410","SH371",1999,4,222
"15411","SH372",1999,4,254
"15412","SH373",1999,4,300
"15413","SH374",1999,4,243
"15414","SH375",1999,4,213
"15415","SH376",1999,4,282
"15416","SH377",1999,4,261
"15417","SH378",1999,4,217
"15418","SH379",1999,4,244
"15419","SH380",1999,4,212
"15420","SH381",1999,4,265
"15421","SH382",1999,4,264
"15422","SH383",1999,4,286
"15423","SH384",1999,4,253
"15424","SH385",1999,4,252
"15425","SH386",1999,4,220
"15426","SH387",1999,4,226
"15427","SH388",1999,4,264
"15428","SH389",1999,4,264
